Season,Episode,Name,Dialog
2,47,Doofenshmirtz,"My new nemesis toy! Go run my bubble bath while I open it. I wonder which one it is. (opens it) Oh, not another platypus. I was hoping for something more like Manny the Mongoose or something. Hey, let's see if it lays eggs. (The ""platypus toy"" kicks him.) PERRY THE PLATYPUS?!?! Say hello to my little friend! (He pushes a button on his watch, and an inator rolls in.) My new Straitjacket-inator! Ha ha! it was tailor-made just for you by my other little friend. (Whip pan to reveal a small robot.) It may be small, but it's stronger and smarter than Norm and it's so much more efficient."
2,47,Norm,847...848...
2,47,Candace,"Listen up, team, I'll be at the front of the house tracking Mom on my GPS device.  (Cut to Stacy and Jenny asleep.) Jenny, (Jenny wakes up.) you'll guard the gate. See to it that Phineas and Ferb stay in the hot zone. Stacy, (Stacy wakes up.) you make sure whatever they built stays there 'til Mom comes home. To achieve that goal, we use the following busting jargon"
2,47,Stacy,The pea is in the pod!
2,47,Jenny,The condor is in the nest!
2,47,Candace,"Mom! Mom! Phineas and Ferb have built outer space in our backyard! (Cut to reveal crudely drawn cardboard cutouts of Phineas and Ferb and the ""project"". Cut back to Candace to reveal ""Linda"" is just a dummy.) Nice drill, ladies. I'm-a lovin' teamwork!"
2,47,Phineas,"Hey, Candace, nice us's! When did you make those?"
2,47,Candace,"(wheeling the dummy out) Pay no attention to them, ""Mom""."
2,47,Doofenshmirtz,"Yes, this new robot of mine is much more evil than Norm. Course, it can't talk, but that can be a good thing. And it even has a convenient blender attachment. (The robot's dome opens and produces a smoothie.) Next, I'm thinking of a platypus purée. (cut to Norm's room) This new model requires so little energy to run it really makes clumsy old Norm quite obsolete. (Norm peaks out from behind the door.)"
2,47,Norm,"Now I know I have a heart, because it's breaking."
2,47,Phineas,"We're ready to go. You sure you don't want one, Buford?"
2,47,Buford,"Naw, I still say it's lame."
2,47,Phineas,"Fair enough. Canopies down, everybody."
2,47,Isabella,Ready!
2,47,Baljeet,(the canopy closes on his fingers) Ah! (he reopens it and closes it properly) Ready.
2,47,Phineas,"Okay, Ferb, bring out the radiant power source."
2,47,Isabella,What's that?
2,47,Phineas,"You can't plug the tops in or the cords would get all wrapped up. So we created a power source that will radiate energy across the yard to anything that needs it. (Ferb activates the power source and climbs back into his top.) Okay, everybody, now, the secret to a good top spin, if I can call it that—"
2,47,Phineas,"Ha, good one, Baljeet!"
2,47,Baljeet,This is almost as fun—
2,47,Isabella,(bumps Baljeet) I'm going for my bumper patc— (gets bumped by Ferb)
2,47,Candace,"Code red, busters! The condor is on the wing! I want feet on the ground! It's real this time!"
2,47,Stacy,Moving in! (swings down from the top of the tree)
2,47,Jenny,Rock and roll!
2,47,Buford,"Ah, still lame. (walks to the power source) Maybe I can liven things up a bit."
2,47,Stacy,What's going on?! Why are they going so fast?!
2,47,Doofenshmirtz,"Ah, look at him, he's— He's positively shaking with anticipation at the thought of helping me take over the Tri-State Area. He's— (The robot suddenly begins to transform and grow.) Hoo-hoo-hoo! I-I didn't even know he could do that, whatever it is. Wow! I'm a better evil scientist than I thought!"
2,47,Robot,"Doofenshmirtz, your pathetic schemes have all failed! Step aside and let the true master take over!"
2,47,Doofenshmirtz,"(gasps) He can talk! (gets blasted by the robot) And shoot, too! Ow! Save me! Save me, Perry the Platypus! AAAAAHHH!"
2,47,Robot,"Perry the Platypus, my fight is with Doofenshmirtz, not you.  (He flicks Perry off and Perry flings out of the building.)"
2,47,Major Monogram,"Agent P, an unusual power wave has struck the city with potentially disastrous consequences. Forget Doofenshmirtz, find the source of that power wave, and dismantle it."
2,47,Robot,"Prepare to meet your maker, maker! (He powers up his hand and blasts, but misses when Doof trips.)"
2,47,Doofenshmirtz,I'm feeling such an odd mixture of pride and mortal terror.
2,47,Doofenshmirtz,(offscreen) Mostly terror! Mostly terror!
2,47,Candace,"The condor is in the nest! Let's go, condor!"
2,47,Linda,"Candace, what is going on?"
2,47,Candace,You'll see! Just wait.
2,47,Linda,"So, I'm guessing your brothers are doing something wildly dangerous?"
2,47,Candace,Uh...
2,47,Linda,"Well, I've got a few seconds to kill before my bladder bursts like a water balloon, so let's get this over with. (walks in the direction of the backyard, but Candace stops her)"
2,47,Candace,"No! Teamwork! I mean, we've got to wait for the signal! Any second now.  Come on, girls, give me the code!"
2,47,Stacy,"Without the headsets, how can we signal Candace?!"
2,47,Jenny,I don't know!
2,47,Stacy,How can she not hear this racket?!
2,47,Linda,That's quite a racket back there. Are you sure you don't want me to take a look?
2,47,Candace,No way! Not until I get the signal.
2,47,Doofenshmirtz,"Norm! Norm, help me, I'm gonna be puréed!"
2,47,Norm,"Sorry, sir, no can do. I'm bringing coffee to the new boss."
2,47,Robot,Sounds delicious. Just a moment.
2,47,Doofenshmirtz,AAAh! I don't want to be a smoothie!
2,47,Norm,"Here you go, sir. Just the way you— (""accidentally"" throws the coffee mug) Whoopsie-daisy."
2,47,Doofenshmirtz,"Oh, it's lucky for me you tripped on that rug again."
2,47,Norm,"There was no rug, sir."
2,47,Doofenshmirtz,"Awww, thank you, Norm. I shouldn't have been so hard on you, but how come you were not affected by that strange energy thingy?"
2,47,Norm,(puts Doof down) Don't you remember? I run on squirrel power! (opens his cavity to reveal a squirrel running on a wheel)
2,47,Doofenshmirtz,Wow! I should really read your operation manual.
2,47,Candace,Wait for the signal. Wait for it.
2,47,Phineas,"This is getting a little uncomfortable. Eject, everybody! (He ejects from his top.)"
2,47,Jenny,I lied about the persimmon.
2,47,Linda,"Alright, Candace, enough's enough!"
2,47,Candace,"No! (grabs her mother, on her headset) Is the pea in the pod?! Is the pea in the pod??! What's up with the pea?!?! (They finally get into the backyard.) Not again!"
2,47,Linda,"Hey, kids. So what was all the big racket back here?"
2,47,Phineas,We were just playing with our tops.
2,47,Linda,Oh.
2,47,Jenny,Phineas and Ferb...were all spinning around and around(?)
2,47,Stacy,And they were running so fast...And it flew away into the clouds!
2,47,Jenny and Stacy,Giant tops of doom!
2,47,Buford,(offscreen) LAME!
2,47,Linda,You girls are beginning to sound a lot like Candace.
2,47,Jenny,They were huge!
2,47,Stacy,And suddenly—
2,47,Candace,"Oh, will you two give it up already?"
2,47,Jenny,But you said to wait until she offers pie.
2,47,Linda,Ooh! Good idea! Who wants pie?
2,47,Jenny,(raises hand) Me!
2,47,Stacy,(raises hand) Me!
2,47,Candace,(raises hand slightly) Me.
2,47,Phineas and the Gang,Us!
2,47,Perry,(chatters)
2,47,Phineas,"Oh, there you are, Perry! (He pets Perry and his leg kicks.)"
2,47,Stacy,Mom.
2,48,Phineas,"Ferb, I think we've outdid ourselves today; The ultimate frozen yogurt machine. We have enough frozen yogurt to last the entire summer."
2,48,Phineas,"Huh. (The lizard jumps ahead.) Check that out, Ferb. Hey, there little guy. You want some frozen yogurt? (The lizard flinches.) Yeah, sorry. We don't have mushroom and larvae flavored."
2,48,Phineas,"I think he likes you, Ferb!"
2,48,Isabella,"Hey, guys! What'cha doin'?"
2,48,Phineas,"Cool, he disappeared! We found this lizard."
2,48,Isabella,"Hey, I've seen one of these before. According to the Fireside Girls' Manual, that lizard is a North American chameleon."
2,48,Phineas,Then we'll name him Steve.
2,48,Isabella,O...kay....why Steve?
2,48,Phineas,'Cause he looks like a Steve.
2,48,Isabella,Huh. Can't argue with logic like that.
2,48,Candace,So I'll see you after you teach your guitar lessons.
2,48,Jeremy,"Yeah, I only have two appointments today."
2,48,Candace,"""Appointments."" Well, all right, Dr. Six-Strings. Good luck with your ""patients"". (hangs up and giggles) ""Dr. Six-Strings."" Now that's banter. Heh. (gasps as she sees the giant frozen yogurt machine) Aha! (Steve disappears again) I finally caught you guys! That thing's not going anywhere! You guys are so busted this time! (runs out)"
2,48,Phineas,"Looks like he's still hungry. Don't worry, little guy. We'll come back with some food. (Ferb puts Steve on the grass and pats him on the head.) I think Mom just stocked up the fridge."
2,48,Isabella,"I bet Perry's gonna love Steve. Hey, where is Perry?"
2,48,Major Monogram,"Morning, Agent P. Doofenshmirtz has been stocking up a lot of high-end sound equipment and musical instruments. In fact, he jut outbid me on this sweet vintage solid-body maple-top guitar."
2,48,Carl,(offscreen) Ouch! You totally got sniped!
2,48,Major Monogram,"Carl! Anyway, we need you to find out what he's up to and put a stop to it. (Perry salutes) Good luck, Agent P. (The chopper comes out of his seat and he flies away.)"
2,48,Jeremy,"Hi, Mr. Doofenshmirtz."
2,48,Doofenshmirtz,"Uh, actually, it's Dr. Doofenshmirtz. But, y'know, whatever."
2,48,Jeremy,(walks in) Are you ready for your first lesson?
2,48,Doofenshmirtz,"Oh, yes, yes. Please come in. I have a very special melody that I'd like to learn how to perpetrate—I mean play. (He plays all open strings on the guitar as his daughter walks into the room.)"
2,48,Vanessa,"Hey, Dad. I'm headed out to the— (sees Jeremy) Oh, a guitar player, huh?"
2,48,Jeremy,Yup.
2,48,Vanessa,"So, uh, do you know anything by the Scraping Fangs?"
2,48,Jeremy,Nah. Not really into the heavy stuff.
2,48,Vanessa,(disappointed) I'm outta here.
2,48,Doofenshmirtz,(examining his sheet music) Ach! Ach! It's so hard to see all these little notes. D-Do me a favor and flick on that light switch.
2,48,Doofenshmirtz,"No no no no no. No, this. (showing a lever on the floor) This is the light switch! Ugh! (He pulls the lever) I tried to make it as obvious as possible."
2,48,Jeremy,(pointing out the window) But what was that?
2,48,Doofenshmirtz,That was just my prototype Gigantinator ray. It's n-nothing to be concerned about.
2,48,Candace,"Mom, Mom, I finally caught them! (eyes closed) Ta.... (sees there's nothing there) Dah... AAAAAAAAAAAAAAAHHHHH!!!!!"
2,48,Linda,Maybe you should take it easy today and run some errands with me.
2,48,Candace,But but but—
2,48,Phineas,"Steve's sure gonna love these mushrooms. (realizes he's not there) Steve, where are you? Steve!"
2,48,Isabella,"(looking down) Uh... (she kneels down and picks up a pebble) Guys, look at where you're standing."
2,48,Phineas,Whoa! It's a huge footprint.
2,48,Isabella,A huge chameleon footprint.
2,48,Phineas,Do you realize what this means? Some giant chameleon took Steve!
2,48,Isabella,(looking over the fence) The rest of the tracks lead into the city.
2,48,Phineas,"We're coming to save you, Steve!"
2,48,Doofenshmirtz,"How'm I doing? I rock, right?"
2,48,Jeremy,Um...heh. What's so special about this freaky guitar solo?
2,48,Doofenshmirtz,"Well, it all started at the..."
2,48,Doofenshmirtz,"(voiceover) PYRAMIDS OF EGYPT! I traveled there to, you know, discover the hidden secrets of the PYRAMIDS OF EGYPT! And then it hit me! The answer to my quest was staring me in the face. Hidden in those hieroglyphics was a seemingly random series of musical notes. You see, the PYRAMIDS OF EGYPT! were built with the help of alien intelligence. The Egyptians learned how to play a cryptic guitar solo that would summon an alien armada to help them perform feats of mind-blowing power."
2,48,Doofenshmirtz,"That mystical melody is now in my very hands. And once I learn to play it, I can summon the aliens to me and I will become overlord of the TRI-STATE AREAAAAAAAAAAAAAAAAAAAAAAA!"
2,48,Jeremy,Have you considered switching to decaf?
2,48,Doofenshmirtz,"I'm sorry, I didn't mean to talk all through our lesson time."
2,48,Jeremy,"Hey, I'm charging by the hour, so knock yourself out."
2,48,Doofenshmirtz,It's just I'm used to doing all the talking with my nemesis. (Perry drops off the chair.) He's a platypus.
2,48,Jeremy,"Hey, my friends have a pet platypus."
2,48,Doofenshmirtz,"Is he fierce, cunning, and good with a grappling hook?"
2,48,Jeremy,"Oh, no. Their platypus doesn't do much. (Perry jumps out of the building and takes a plunger and sticks it onto the bottom of the ""nose"" of the building.) Well, let's take another shot at learning this solo. (Doof plays the riff better.) Hey, doc, not bad. I think you might be getting it!"
2,48,Phineas,"Hey, the tracks just stop. What's casting this big shadow?"
2,48,Phineas and Isbaella,Whoa! (They run away but Ferb stays put.)
2,48,Phineas,"Ferb, what are you doing? Wait a minute. (Ferb opens the bag he's holding and takes out a mushroom, which Steve eats.) It's just Steve! Wow! How did he turn into a dinosaur?"
2,48,Isabella,"Actually, it's just a giant chameleon."
2,48,Phineas,"But ""dinosaur"" sounds cooler."
2,48,Candace,"Stupid errands. (The car shakes.) Huh? (A la that famous dinosaur movie, Candace looks in the side-view mirror and sees Steve with the others.) What? AAAAAAAAAAAAHHH!!!"
2,48,Phineas,I get it. The sound of Candace's scream freaks him out.
2,48,Linda,"What's wrong, Candace?"
2,48,Candace,"(coming out of the car and grabbing her mother again) Mom Mom Mom! Dinosaur! Follow me! Ha ha, ha, ha, the boys are so busted this -- Hey, where'd it go?"
2,48,Linda,"Hi, boys. What are you doing here?"
2,48,Phineas,"Looking for Steve, our dinosaur. Can we keep him?"
2,48,Linda,Keep what?
2,48,Phineas,Steve.
2,48,Linda,Is he invisible?
2,48,Phineas,"Yes. Yes, he is."
2,48,Linda,"Oh, cute. Alright, Candace, let's go home."
2,48,Candace,"Invisible friends? Uh, pfft! I'm so getting to the bottom of this."
2,48,Phineas,"It's okay, Steve. Candace is gone. (Steve reappears.)"
2,48,Phineas,"Steve, wait! Steve!"
2,48,Major Monogram,"Sorry to bother you, Agent P. We just wanted to let you know we'd be temporarily unavailable. Seems there's a giant dinosaur running amok downtown and Carl wants to go check it out. (Carl leans into the frame wearing a ""I Heart Dinosaurs"" baseball cap.)"
2,48,Jeremy,"(offscreen) Well, I think you've got it."
2,48,Doofenshmirtz,"(offscreen) Ah, great! Can you give me a hand moving my amplifinator out onto the porch?"
2,48,Jeremy,Your what?
2,48,Doofenshmirtz,"It's my omni-directional amplifinator. It will blast my scorching guitar licks in all directions, ripping through the vacuum of space to summon the alien armada that will help me conquer the TRI-STATE AREAAAAAAAA!!! I don't know why I always say that loud."
2,48,Carl,This is so cool!
2,48,Major Monogram,I'd try to recruit him but I don't think we have a hat that big.
2,48,Phineas and Isabella,"Steve? Steve, where are you?"
2,48,Isabella,There's no way we can catch him. He moves too fast. Maybe we should just give up.
2,48,Ferb,"Give up?!? Give up?!? The day may come when we'll give up on fruitless searches after a mere eleven minutes, but that day is not today! The day may come when our favorite reptile may be lost from our memories and his enduring love of mushrooms forgotten, but that day is not today! (At this point, several passersby gather around to hear this speech.) Today we search! We will search for him in the streets, we will search for him in the trenches, we will search for him in the alleys and the mini-malls and the cul-de-sacs of this fair land. We'll search for him in the multilevel car parks and municipal recreational facilities. (A truck labeled British Imports with a Union Jack on it drives up behind him, giving the appropriate patriotic feel.) And we few. We happy few. We small band of brothers — and girl from across the street. We shall not cease 'til he is found!"
2,48,All,Yaaaaaaay!!!!
2,48,Policeman,We'll help ya find your friend! What does he look like?
2,48,Phineas,He's a giant lizard about 40 feet tall.
2,48,Man,...Oh. You could have mentioned that up front.
2,48,Man 2,"Yeah, count me out."
2,48,Man 3,You're on your own.
2,48,Isabella,"Steve! Steve, where are you?!"
2,48,Jeremy,You're really rockin' now!
2,48,Doofenshmirtz,"The spaceships should be here any minute. And then, it will be time to pump up the volume!"
2,48,Jeremy,"(looks at his watch) Well, that's the hour. I'm gonna pack up my gear. I got another lesson across town."
2,48,Doofenshmirtz,"Okay, but the aliens are on their way."
2,48,Jeremy,(offscreen) Okay. Tell them I said hi.
2,48,Doofenshmirtz,"They're almost here. Oh, look, here they come! Perfect! The crescendo of all my— (Perry finally arrives on cue) Ah, Perry the Platypus. You don't stand a chance against my awesome heavy metal gear! (He presses a wawa pedal and the amp next to him releases a trap.) Ha ha! Get it? Get it? Heavy metal. Like it's...? Ah."
2,48,Phineas and Isabella,Steve?
2,48,Steve 1,Yes?
2,48,Phineas,Sorry. Wrong Steve.
2,48,Phineas and Isabella,"Steve, where are you?!"
2,48,Steve 2,(behind a newsstand) Right here. How can I help ya?
2,48,Phineas,"Uh, I don't think you're the Steve we're looking for."
2,48,Steve 2,You might wanna check at the Steve Convention.
2,48,Steve 3,"Hey, Steve!"
2,48,Steve 4,"Cool name, Steve!"
2,48,Steve 5,"Hey, Steve-a-rino!"
2,48,Phineas,Hmm... (looks one way and smiles) Steve!
2,48,All Steves,What?
2,48,Phineas,"No, no, not you. That Steve."
2,48,Steve 6,Aaah! Steve is a giant monstrous dinosaur!
2,48,Phineas,"Huh, I guess they don't like chameleons. Nice to see you again, Steve old boy. (The guitar riff is heard in the distance. Steve looks at it and sees that the amplifinator looks like a giant mushroom. He tramples over to the ""mushroom"".)"
2,48,Phineas,"No, wait! Come back!"
2,48,Doofenshmirtz,"Nothing can stop me now! My alien friends, I command you to— (Steve's monstrous hand grabs the ""mushroom"".) No! Oh, stop! Aaah! (Perry comes out of his trap) This is not working the way it did on paper!"
2,48,Doofenshmirtz,"(Perry flips the sheet music upside down and takes the guitar and strums. He plays the guitar behind his head and plays the riff in reverse. Steve covers his ears. The saucers all fly away. Steve eats the amplifinator and Perry jumps on him.) Curse you, (He Townsends the guitar) Perry the Platypus!"
2,48,Jeremy,"Um, do you wanna pay by cash or check?"
2,48,Doofenshmirtz,Maybe I could trade you for some evil lessons?
2,48,Jeremy,I'll take cash.
2,48,Phineas and Isabella,Whoa! Woohoo!
2,48,Phineas,"Oh, there you are, Perry! Alright, Steve, let's go home."
2,48,Candace,(offscreen) Mom thinks I'm imagining the whole thing! (Cut to Candace's bedroom where she is on the phone and holding a glass of water.) And I know Phineas and Ferb are behind this. (She sets the glass down. It begins to shake just like in the movie.) Huh? (Steve's giant eye appears in the window behind her. She runs downstairs.) MOOOOOOOOOOMMMMMMM!!!
2,48,Phineas,"Thanks, Steve. (Steve's stomach growls again)"
2,48,Isabella,Sounds like he's still hungry.
2,48,Phineas,"Don't worry, big guy. We'll be right back with some food."
2,48,Doofenshmirtz,"Ah, what's the point? I'm just going to sit here in the dark and rethink my life. (He flicks the ""light switch"" off and the Gigantinator reactivates.) Whoops, heh-heh. Wrong switcher. Y'know, I—I can see how that would be confusing."
2,48,Candace,"(zipping out the door with her mother) Look, Mom! See it?! Look at the gigantic dinosaur!"
2,48,Linda,"(looks down at Steve) Uh-huh, don't you think that's a bit of an exaggeration?"
2,48,Candace,But but but... (sadly walks away)
2,48,Phineas,"(coming out carrying a giant bag of mushrooms with Ferb) Hi, Mom! Hey, looks like Steve's looking like his old self again."
2,48,Linda,So this is your new pet dinosaur?
2,48,Phineas,"Well, it's actually a chameleon. You said we could keep him, right?"
2,48,Linda,Of course. I'm sure he'll blend right in. (Steve goes into Ferb's hand and disappears again.)
2,48,Jeremy,"Okay, Mr. Monogram, now this is a G-chord."
2,48,Major Monogram,"Uh, actually, it's Major Monogram. You see, I'm in charge of an elite group of secret agent undercover animals who— (clears throat) You don't mind me going on about this, do ya?"
2,48,Jeremy,"Hey, man, I charge by the hour, so knock yourself out."
2,49,Phineas,"What to do, what to do?"
2,49,Isabella,"Hi, guys. What'cha doin'?"
2,49,Phineas,"Well, that's what we're trying to figure out. Hey, are you Fireside Girls missing any specific accomplishment patches?"
2,49,Isabella,"Let's see. What's next on the list? (reads a list of patches until she comes to the right one; snaps fingers) ""Rodeo Clown"" patch!"
2,49,Baljeet,What does a rodeo clown do?
2,49,Buford,"They keep the bulls from knockin' you over, like this! (knocks Baljeet over)"
2,49,Baljeet,"Oh, I can see how that would be helpful."
2,49,Phineas,"We can build mechanical bulls and have a robot rodeo. Hey, where's Perry?"
2,49,Major Monogram,"Ah, Agent P. Seems the Tri-State Area's association of evil geniuses, the League Of Villainous Evildoers Maniacally United For Frightening Investments in Naughtiness, is having some sort of huge gathering. All of the other agents have been deployed, but none have reported back. We fear they've been captured. Now, see what you can do, Agent P. (salutes) Monogram out."
2,49,Candace,Tiny Cowboy live in concert!
2,49,Stacy,"Um, Candace? Candace?!"
2,49,Candace,Tiny Cowboy is our favorite band ever! AHH!
2,49,Stacy,CANDACE! I can't go.
2,49,Candace,Wha...?
2,49,Stacy,It...it's my mom. She doesn't want me to go to the concert with you.
2,49,Candace,What? Doesn't she like me?
2,49,Stacy,"No, no. She likes you just fine, she just thinks...you're, I don't know, flighty and unfocused from time to time."
2,49,Candace,"""Unfocused""? What could possibly give her that... (hears motor whirring) Wait, did... did you hear that? Was that Ferb's band-saw?"
2,49,Stacy,Candace?
2,49,Candace,Yes?
2,49,Stacy,Focus.
2,49,Candace,"Oh, yeah, right."
2,49,Stacy,"Mom said if I'm going to a grown-up concert, she wants me to go with someone more...grounded and mature."
2,49,Candace,I can be grounded and mature.
2,49,Stacy,Really?
2,49,Candace,"Well, I can certainly fake it long enough to convince your mom. Remember that time I pretended to be Irish for a whole week?"
2,49,Stacy,"Indeed I do, Miss O'Flynn!"
2,49,Candace,We can do this!
2,49,Candace/Stacy,AHHHHH!
2,49,Judge,"Welcome, one and all, to the second annual Inator Creator contest. And now, please welcome last year's winner, Rodney!"
2,49,Rodney,"Thank you. Feast your eyes, boys. (reveals trophy belt) Ta-daaaa!"
2,49,Rodney,Look upon this belt of victory.
2,49,Doofenshmirtz,"Ooh, I'm taking that puppy home with me, 'cause I'll have a greater Inator this year. Not a greater, it's...I-I'm not gonna break a block of cheese and make nachos for you guys. It's-it's greater in the sense that it's better than it was last year. (pause, walks away) That's what I mean."
2,49,Stacy,"All right, let's concentrate on your look. Ta-da!"
2,49,Candace,(wearing fake glasses) But... they're just a pair of fake glasses.
2,49,Stacy,Exactly. Nothing says real focus like fake glasses.
2,49,Candace,What's that?
2,49,Ferb,"(in the background) Cowgirls and cowpokes, welcome to the Flynn-Fletcher Bros' Rodeo!"
2,49,Candace,Wait a minute! What's going on out there?
2,49,Stacy,Candace?
2,49,Candace,They'd better not be... (gasps) Feeling...busting...urge!
2,49,Stacy,"Easy, girl."
2,49,Phineas,"Great job on these cowboy hat helmets, Ferb."
2,49,Candace,A rodeo?! (dials phone) Got tell Mom!
2,49,Stacy,Wait. Following all over yourself to bust your brothers is exactly what makes you look so flighty and unfocused.
2,49,Candace,I must repress my basic urges to bust.
2,49,Stacy,"Repressing basic urges to bust is pretty responsible, isn't it?"
2,49,Candace,Is it ever! Look at my mom!
2,49,Linda,Cake is a sometimes food. Cake is a sometimes food.
2,49,Ferb,"All right, cowboys and cowgirls, it's time to get along, little doggy. Or even a short little doggy. I'm here all week. Try the veal!"
2,49,Doofenshmirtz,"Finally, Perry the Platypus! All the other animal agents were here on time before they got captured. I'm just saying. It's embarrassing. Anyway, join your friends in the inhospitality suite! (tosses Perry into metal container) Ha ha! Oh, and Perry the..."
2,49,Rodney,"Heinz, stop monologuing with your nemesis and show us that supposed Inator of yours already! (to his cronies) Doofy rented a private room off the convention floor, because he's still working on his! (they laugh)"
2,49,Doofenshmirtz,"Laugh enough, now, Rodney, but soon, you'll be crying like a...uh, like a...like a...something that's cries."
2,49,Rodney,Boo-hoo. Boo-hoo!
2,49,Doofenshmirtz,"OH, he makes me so angry! I'm... uh, because he's so right! I need time to finish my Inator! All I've got so far is the fog machine and that's just to add some ""pizazz"" to the presentation. I could turn it on and fog out the whole contest, but all that would do is buy me some time...hey!"
2,49,Stacy,"Okay, shoulders back."
2,49,Candace,Check!
2,49,Stacy,Steady walk?
2,49,Candace,Check.
2,49,Stacy,Serious look.
2,49,Candace,"Check! Uh, Stacy?"
2,49,Stacy,Yes?
2,49,Candace,I'm feeling the busting urge.
2,49,Phineas,"Howdy, Candace! Enjoying the rodeo?"
2,49,Candace,Uhhhh!
2,49,Stacy,"Eyes on the prize, Candace, stay in character."
2,49,Linda,I'm sure your mom let you go to a concert by yourself when you were a teenager.
2,49,Dr. Hirano,Mmm...no.
2,49,Candace,"Ahem. Good afternoon, Mother. Good afternoon, Dr. Hirano. Pardon the interruption, but is there any tediously responsible errand of a focused and mature nature that I can perform for you? Balance a checkbook, pay the bills, perhaps file some taxes?"
2,49,Linda,Why do I feel that all of this has something to do with busting your brothers?
2,49,Candace,"What?! (hears mechanical bull) Eh-heh, no. That would be childish of me."
2,49,Stacy,You see? Candace level-headed and responsible. She's not a bit worried about what Phineas and Ferb are doing right now.
2,49,Candace,"(hears mechanical bull) What?! Yes! No, yes, I mean, i-if a responsible focused person..."
2,49,Stacy,Like Candace...
2,49,Candace,"Were to see her brothers engaged in some potential reckless activity,... (gets elbowed) Ow! THAT was childish."
2,49,Man 1,There's no case to ruin it whatsoever!
2,49,Man 2,This is hideous.
2,49,Baljeet,It is getting pretty foggy. Should we call the rodeo off?
2,49,Phineas,"Nah, we'll just incorporate it and have a foggy robot rodeo! YEE-HAW! Ride 'em, cowboy!"
2,49,Baljeet,Ride 'em where?
2,49,Buford,You should see what I'm doin'!
2,49,Isabella,This fog is making my hair frizzy!
2,49,Stacy,"It's so nice to sit and be responsible for a change. Just...focused, you know? And Candace and I were thinking that, oh, a live musical event might be a good opportunity for us to really..."
2,49,Candace,Ma...ma...m-m-m-m-m...
2,49,Stacy,Candace? Tiny Cowboy.
2,49,Candace,Ma... ma...
2,49,Stacy,"(whispering) Candace, the concert!"
2,49,Candace,"I can't help myself! MOM! PHINEAS AND FERB BUILT A RODEO IN THE BACKYARD WITH MECHANICAL BULLS AND BLEACHERS AND IS REALLY DANGEROUS! COME ON, YOU GOTTA BUST THEM! (drags Linda with her)"
2,49,Dr. Hirano,This even I have to see.
2,49,Candace,(opening door) Come on... hey! What happened to Danville?
2,49,Linda,That's quite a fog bank.
2,49,Candace,"(blows) Follow me, come on, come on. This way, ladies. Pick up the pace!"
2,49,Linda,"Candace, slow down!"
2,49,Doofenshmirtz,"Focus, must finish Inator. (hears applause) Wha... what's all that noise out there? I don't get it, what... what's there to applaud? My fog machine should've obscured everyone's Inators. What could it be..."
2,49,Rodney,"I give you, the Fog Clearer-Inator!"
2,49,Judge,"Once again, Rodney gives us just what we need, just when we need it. That puts him in the lead."
2,49,Doofenshmirtz,WHAT!? An electric fan? I knew I could beat that if I just had a little more time! (sighs) Wait! (Stares at the Agent Containment Unit)
2,49,Linda,"Candace, we've been walking forever! Where's the backyard?"
2,49,Candace,"Hmm... (sniffs, licks, sniffs again) That way! I can smell Phineas and Ferb!"
2,49,Dr. Hirano,And what exactly do they smell like?
2,49,Candace,Motor oil and competence!
2,49,Buford,Hey! Oh! Heyhey!
2,49,Phineas,"What's wrong, Buford?"
2,49,Buford,"I don't know, something's making my bull go whacko!"
2,49,Scientist 1,The animal agents are free!
2,49,Scientist 2,My Inator! How disquieting!
2,49,Scientist 3,"No, Agent C!"
2,49,Scientist 3,"Oh, my Mom's gonna kill me-e-e!"
2,49,Rodney,"No, it's just an electric fan! It's been official to mankind!"
2,49,Rodney,Heh heh heh.
2,49,Buford,That balloon! It's making the bulls angry!
2,49,Phineas,"Hey, kid, you think you can let go of that balloon?"
2,49,Kid,This balloon cost me fifty cents!
2,49,Audience,LET GO OF THE BALLOON!
2,49,Candace,Mom! Mom! The fog is lifting! (enters backyard) Aha! (fog lifts fully) Uh...rodeo? Bu--bu-bu-bu-but the... there was an... and I saw... a-and the bulls...
2,49,Phineas,"Hey, Candace."
2,49,Stacy,"Well, so much for Tiny Cowboy."
2,49,Dr. Hirano,"Ohhhh, you can go to the concert. Candace's single-minded determination to bust her brothers shows focus. Something she hopes rubs off on you, young lady."
2,49,Rodney,"Doofenshmirtz, I see you finally managed to cobble something together. What do you call it? A...Later-inator? (sarcastic laugh)"
2,49,Doofenshmirtz,"Noooo, I give you...the Eradicate Rodney's-Inator-inator!"
2,49,Rodney,What?! No fair! (sobs)
2,49,Doofenshmirtz,"LIKE A BABY! YEAH, THAT'S RIGHT! That's what I was looking for. AND... IT'S THE LAST INATOR STANDING!"
2,49,Judge,Doofenshmirtz wins by default!
2,49,Doofenshmirtz,"By default, my favorite way to win!"
2,49,Judge,"Unfortunately, the trophy belt was destroyed in the fight. So...uh, oh! (grabs the balloon that just floated by) Here, take this balloon instead."
2,49,Doofenshmirtz,"(takes the balloon) Eh, a prize is a prize. (at the balloon) I'm going to call you...Balloony II. (hears mooing) What's that?"
2,49,Phineas,"Oh, there you are, Perry."
2,49,Isabella,"Well, this was fun, but I'm gonna go wash my hair, now."
2,49,Isabella,It's because of the humidity!
